"","V1","V2"
"9940","downloadthis","magrittr"
"9941","downloadthis","readr"
"9942","downloadthis","fs"
"9943","downloadthis","bsplus"
"9944","downloadthis","mime"
"9945","downloadthis","writexl"
"9946","downloadthis","base64enc"
"9947","dsos","future.apply"
"9948","dsos","scales"
"9949","dsos","ggplot2"
"9950","dsos","data.table"
"9951","dsos","simctest"
"9952","familiar","rlang"
"9953","familiar","survival"
"9954","familiar","data.table"
"9955","familiar","rstream"
"9956","fdapace","Matrix"
"9957","fdapace","Hmisc"
"9958","fdapace","MASS"
"9959","fdapace","Rcpp"
"9960","fdapace","pracma"
"9961","fdapace","numDeriv"
"9962","fiery","httpuv"
"9963","fiery","future"
"9964","fiery","reqres"
"9965","fiery","stringi"
"9966","fiery","uuid"
"9967","fiery","crayon"
"9968","fiery","glue"
"9969","fiery","R6"
"9970","fiery","later"
"9971","fiery","assertthat"
"9972","geepack","broom"
"9973","geepack","MASS"
"9974","geepack","magrittr"
"9975","geobr","httr"
"9976","geobr","sf"
"9977","geobr","data.table"
"9978","geobr","curl"
"9979","gglgbtq","ggplot2"
"9980","gridpattern","rlang"
"9981","gridpattern","sf"
"9982","gridpattern","glue"
"9983","gridpattern","memoise"
"9984","gridpattern","png"
"9985","gtfs2gps","terra"
"9986","gtfs2gps","future"
"9987","gtfs2gps","progressr"
"9988","gtfs2gps","furrr"
"9989","gtfs2gps","sf"
"9990","gtfs2gps","Rcpp"
"9991","gtfs2gps","gtfstools"
"9992","gtfs2gps","checkmate"
"9993","gtfs2gps","units"
"9994","gtfs2gps","lwgeom"
"9995","gtfs2gps","data.table"
"9996","gtfs2gps","sfheaders"
"9997","hubeau","httr"
"9998","hubeau","tibble"
"9999","hubeau","purrr"
"10000","hubeau","urltools"
"10001","hwep","rstan"
"10002","hwep","future"
"10003","hwep","Rcpp"
"10004","hwep","doFuture"
"10005","hwep","rstantools"
"10006","hwep","pracma"
"10007","hwep","iterators"
"10008","hwep","foreach"
"10009","hwep","updog"
"10010","hwep","RcppParallel"
"10011","hwep","bridgesampling"
"10012","hwep","doRNG"
"10013","hwep","tensr"
"10014","invctr","rlang"
"10015","invctr","plyr"
"10016","jacobi","Rcpp"
"10017","jacobi","rgl"
"10018","jacobi","Carlson"
"10019","jacobi","Rvcg"
"10020","KMunicate","tidyr"
"10021","KMunicate","survival"
"10022","KMunicate","ggplot2"
"10023","KMunicate","checkmate"
"10024","KMunicate","pammtools"
"10025","KMunicate","cowplot"
"10026","mlr3fairness","mlr3pipelines"
"10027","mlr3fairness","mlr3"
"10028","mlr3fairness","mlr3measures"
"10029","mlr3fairness","paradox"
"10030","mlr3fairness","ggplot2"
"10031","mlr3fairness","checkmate"
"10032","mlr3fairness","mlr3misc"
"10033","mlr3fairness","data.table"
"10034","mlr3fairness","R6"
"10035","modeldb","dplyr"
"10036","modeldb","rlang"
"10037","modeldb","tibble"
"10038","modeldb","tidypredict"
"10039","modeldb","ggplot2"
"10040","modeldb","purrr"
"10041","modeldb","progress"
"10042","mvLSWimpute","zoo"
"10043","mvLSWimpute","imputeTS"
"10044","mvLSWimpute","wavethresh"
"10045","mvLSWimpute","mvLSW"
"10046","mvLSWimpute","xts"
"10047","mvLSWimpute","binhf"
"10048","nbody","Rcpp"
"10049","nbody","magicaxis"
"10050","nlsr","digest"
"10051","NSM3","np"
"10052","NSM3","metafor"
"10053","NSM3","Hmisc"
"10054","NSM3","waveslim"
"10055","NSM3","survival"
"10056","NSM3","MASS"
"10057","NSM3","partitions"
"10058","NSM3","quantreg"
"10059","NSM3","gtools"
"10060","NSM3","binom"
"10061","NSM3","km.ci"
"10062","NSM3","SuppDists"
"10063","NSM3","coin"
"10064","NSM3","BSDA"
"10065","NSM3","agricolae"
"10066","NSM3","fANCOVA"
"10067","NSM3","Rfit"
"10068","NSM3","SemiPar"
"10069","NSM3","ash"
"10070","NSM3","nortest"
"10071","NSM3","combinat"
"10072","pacviz","e1071"
"10073","pacviz","circlize"
"10074","pacviz","plotrix"
"10075","parsel","RSelenium"
"10076","parsel","rlang"
"10077","parsel","lubridate"
"10078","parsel","purrr"
"10079","pavo","future.apply"
"10080","pavo","progressr"
"10081","pavo","cluster"
"10082","pavo","viridisLite"
"10083","pavo","farver"
"10084","pavo","geometry"
"10085","pavo","sp"
"10086","pavo","lightr"
"10087","pavo","magick"
"10088","pavo","plot3D"
"10089","plm","zoo"
"10090","plm","collapse"
"10091","plm","nlme"
"10092","plm","MASS"
"10093","plm","Rdpack"
"10094","plm","sandwich"
"10095","plm","bdsmatrix"
"10096","plm","lmtest"
"10097","plm","lattice"
"10098","plm","maxLik"
"10099","plm","Formula"
"10100","prioriactions","Matrix"
"10101","prioriactions","tidyr"
"10102","prioriactions","dplyr"
"10103","prioriactions","rlang"
"10104","prioriactions","Rcpp"
"10105","prioriactions","magrittr"
"10106","prioriactions","assertthat"
"10107","prioriactions","proto"
"10108","randtoolbox","rngWELL"
"10109","rimu","ggplot2"
"10110","rimu","UpSetR"
"10111","roboBayes","Rcpp"
"10112","Rogue","TreeTools"
"10113","Rogue","cli"
"10114","Rogue","Rdpack"
"10115","Rogue","TreeDist"
"10116","Rogue","matrixStats"
"10117","Rogue","ape"
"10118","Rogue","Rfast"
"10119","Rogue","fastmatch"
"10120","roughnet","graphlayouts"
"10121","roughnet","igraph"
"10122","roughnet","jsonlite"
"10123","roughnet","htmlwidgets"
"10124","rTCRBCRr","tidyr"
"10125","rTCRBCRr","magrittr"
"10126","rTCRBCRr","tidyselect"
"10127","rTCRBCRr","readr"
"10128","rUM","bookdown"
"10129","rUM","rlang"
"10130","rUM","rmarkdown"
"10131","rUM","tidyverse"
"10132","rUM","usethis"
"10133","rUM","conflicted"
"10134","rUM","table1"
"10135","scAnnotate","Seurat"
"10136","scAnnotate","glmnet"
"10137","scAnnotate","harmony"
"10138","scAnnotate","MTPS"
"10139","scoringutils","scoringRules"
"10140","scoringutils","rlang"
"10141","scoringutils","ggdist"
"10142","scoringutils","ggplot2"
"10143","scoringutils","data.table"
"10144","sievePH","survival"
"10145","SpaDES.tools","raster"
"10146","SpaDES.tools","quickPlot"
"10147","SpaDES.tools","fpCompare"
"10148","SpaDES.tools","Rcpp"
"10149","SpaDES.tools","sp"
"10150","SpaDES.tools","checkmate"
"10151","SpaDES.tools","magrittr"
"10152","SpaDES.tools","rgeos"
"10153","SpaDES.tools","backports"
"10154","SpaDES.tools","data.table"
"10155","SpaDES.tools","fastmatch"
"10156","SpaDES.tools","Require"
"10157","SpaDES.tools","CircStats"
"10158","sparklyr","openssl"
"10159","sparklyr","tidyr"
"10160","sparklyr","dplyr"
"10161","sparklyr","rlang"
"10162","sparklyr","globals"
"10163","sparklyr","rstudioapi"
"10164","sparklyr","httr"
"10165","sparklyr","tibble"
"10166","sparklyr","generics"
"10167","sparklyr","dbplyr"
"10168","sparklyr","DBI"
"10169","sparklyr","uuid"
"10170","sparklyr","vctrs"
"10171","sparklyr","rprojroot"
"10172","sparklyr","withr"
"10173","sparklyr","r2d3"
"10174","sparklyr","glue"
"10175","sparklyr","jsonlite"
"10176","sparklyr","tidyselect"
"10177","sparklyr","digest"
"10178","sparklyr","xml2"
"10179","sparklyr","ellipsis"
"10180","sparklyr","rappdirs"
"10181","sparklyr","config"
"10182","sparklyr","purrr"
"10183","sparklyr","assertthat"
"10184","sparklyr","forge"
"10185","sparklyr","base64enc"
"10186","sparseHessianFD","Matrix"
"10187","sparseHessianFD","Rcpp"
"10188","spatialreg","Matrix"
"10189","spatialreg","spData"
"10190","spatialreg","spdep"
"10191","spatialreg","nlme"
"10192","spatialreg","MASS"
"10193","spatialreg","sf"
"10194","spatialreg","boot"
"10195","spatialreg","expm"
"10196","spatialreg","coda"
"10197","spatialreg","LearnBayes"
"10198","SSBtools","Matrix"
"10199","SSBtools","stringr"
"10200","SSBtools","MASS"
"10201","tinytex","xfun"
"10202","TMB","Matrix"
"10203","twangMediation","gbm"
"10204","twangMediation","latticeExtra"
"10205","twangMediation","twang"
"10206","twangMediation","lattice"
"10207","twangMediation","survey"
"10208","vosonSML","tidyr"
"10209","vosonSML","dplyr"
"10210","vosonSML","rlang"
"10211","vosonSML","stringr"
"10212","vosonSML","httr"
"10213","vosonSML","tibble"
"10214","vosonSML","jsonlite"
"10215","vosonSML","lubridate"
"10216","vosonSML","data.table"
"10217","vosonSML","textutils"
"10218","vosonSML","purrr"
"10219","argus","Runuran"
"10220","Bergm","matrixcalc"
"10221","Bergm","Matrix"
"10222","Bergm","statnet.common"
"10223","Bergm","ergm"
"10224","Bergm","network"
"10225","Bergm","MCMCpack"
"10226","Bergm","mvtnorm"
"10227","Bergm","coda"
"10228","Bergm","Rglpk"
"10229","bittermelon","Unicode"
"10230","bittermelon","rappdirs"
"10231","bittermelon","findpython"
"10232","bittermelon","png"
"10233","CensSpatial","raster"
"10234","CensSpatial","geoR"
"10235","CensSpatial","Rcpp"
"10236","CensSpatial","tlrmvnmvt"
"10237","CensSpatial","optimx"
"10238","CensSpatial","psych"
"10239","CensSpatial","moments"
"10240","CensSpatial","tmvtnorm"
"10241","CensSpatial","mvtnorm"
"10242","CensSpatial","msm"
"10243","CensSpatial","lattice"
"10244","CensSpatial","numDeriv"
"10245","cffr","desc"
"10246","cffr","crayon"
"10247","cffr","jsonlite"
"10248","cffr","yaml"
"10249","cffr","jsonvalidate"
"10250","cleanNLP","Matrix"
"10251","cleanNLP","reticulate"
"10252","cleanNLP","stringi"
"10253","cleanNLP","udpipe"
"10254","clubSandwich","sandwich"
"10255","cmsaf","raster"
"10256","cmsaf","shinyWidgets"
"10257","cmsaf","shinyFiles"
"10258","cmsaf","fields"
"10259","cmsaf","shiny"
"10260","cmsaf","cmsafvis"
"10261","cmsaf","cmsafops"
"10262","cmsaf","R.utils"
"10263","cmsaf","sp"
"10264","cmsaf","FNN"
"10265","cmsaf","SearchTrees"
"10266","cmsaf","maptools"
"10267","cmsaf","colorspace"
"10268","cmsaf","mapproj"
"10269","cmsaf","shinyjs"
"10270","cmsaf","ncdf4"
"10271","cmsaf","xml2"
"10272","cmsaf","colourpicker"
"10273","cmsaf","data.table"
"10274","cmsaf","maps"
"10275","cmsaf","shinythemes"
"10276","cmsaf","rworldxtra"
"10277","cobalt","gtable"
"10278","cobalt","rlang"
"10279","cobalt","ggplot2"
"10280","cobalt","crayon"
"10281","cobalt","backports"
"10282","cobalt","gridExtra"
"10283","collapse","Rcpp"
"10284","dimensio","rlang"
"10285","dimensio","ggplot2"
"10286","driveR","rlang"
"10287","driveR","caret"
"10288","driveR","randomForest"
"10289","eat","dplyr"
"10290","eat","lpSolveAPI"
"10291","eat","Rdpack"
"10292","eat","partykit"
"10293","eat","ggplot2"
"10294","eat","conflicted"
"10295","eat","ggrepel"
"10296","eat","reshape2"
"10297","eat","ggparty"
"10298","fastpos","lifecycle"
"10299","fastpos","MASS"
"10300","fastpos","tibble"
"10301","fastpos","Rcpp"
"10302","fastpos","pbmcapply"
"10303","fastpos","plyr"
"10304","fixedincome","scales"
"10305","fixedincome","bizdays"
"10306","fixedincome","ggplot2"
"10307","flipscores","MASS"
"10308","furrr","lifecycle"
"10309","furrr","future"
"10310","furrr","rlang"
"10311","furrr","globals"
"10312","furrr","vctrs"
"10313","furrr","purrr"
"10314","gbfs","dplyr"
"10315","gbfs","stringr"
"10316","gbfs","httr"
"10317","gbfs","jsonlite"
"10318","gbfs","readr"
"10319","gbfs","lubridate"
"10320","gbfs","curl"
"10321","gbfs","purrr"
"10322","gena","Rcpp"
"10323","ggspectra","tidyr"
"10324","ggspectra","rlang"
"10325","ggspectra","scales"
"10326","ggspectra","photobiologyWavebands"
"10327","ggspectra","photobiology"
"10328","ggspectra","tibble"
"10329","ggspectra","ggplot2"
"10330","ggspectra","lubridate"
"10331","ggspectra","ggrepel"
"10332","gitgadget","dplyr"
"10333","gitgadget","callr"
"10334","gitgadget","rstudioapi"
"10335","gitgadget","shinyFiles"
"10336","gitgadget","shiny"
"10337","gitgadget","usethis"
"10338","gitgadget","jsonlite"
"10339","gitgadget","curl"
"10340","gitgadget","markdown"
"10341","gitgadget","miniUI"
"10342","grizbayr","tidyr"
"10343","grizbayr","dplyr"
"10344","grizbayr","rlang"
"10345","grizbayr","tibble"
"10346","grizbayr","magrittr"
"10347","grizbayr","purrr"
"10348","hagis","ggplot2"
"10349","hagis","pander"
"10350","hagis","data.table"
"10351","Hmisc","gtable"
"10352","Hmisc","cluster"
"10353","Hmisc","survival"
"10354","Hmisc","htmltools"
"10355","Hmisc","htmlTable"
"10356","Hmisc","latticeExtra"
"10357","Hmisc","ggplot2"
"10358","Hmisc","rpart"
"10359","Hmisc","foreign"
"10360","Hmisc","nnet"
"10361","Hmisc","viridis"
"10362","Hmisc","data.table"
"10363","Hmisc","lattice"
"10364","Hmisc","Formula"
"10365","Hmisc","gridExtra"
"10366","Hmisc","base64enc"
"10367","IDConverter","httr"
"10368","IDConverter","tibble"
"10369","IDConverter","data.table"
"10370","IMIFA","viridisLite"
"10371","IMIFA","mclust"
"10372","IMIFA","matrixStats"
"10373","IMIFA","Rfast"
"10374","IMIFA","slam"
"10375","IMIFA","mvnfast"
"10376","IRexamples","tidycensus"
"10377","IRexamples","RSelenium"
"10378","IRexamples","dplyr"
"10379","IRexamples","DisImpact"
"10380","IRexamples","forcats"
"10381","IRexamples","rvest"
"10382","IRexamples","sf"
"10383","IRexamples","tigris"
"10384","IRexamples","ggplot2"
"10385","IRexamples","rstanarm"
"10386","IRexamples","tidygeocoder"
"10387","IRexamples","twang"
"10388","IRexamples","maps"
"10389","IRexamples","survey"
"10390","IRexamples","geodist"
"10391","IRexamples","ggthemes"
"10392","knockoff","Matrix"
"10393","knockoff","gtools"
"10394","knockoff","Rdsdp"
"10395","knockoff","RSpectra"
"10396","knockoff","glmnet"
"10397","knockoff","corpcor"
"10398","L1pack","fastmatrix"
"10399","latrend","rlang"
"10400","latrend","rmarkdown"
"10401","latrend","Rdpack"
"10402","latrend","R.utils"
"10403","latrend","matrixStats"
"10404","latrend","magrittr"
"10405","latrend","foreach"
"10406","latrend","data.table"
"10407","latrend","assertthat"
"10408","lqr","MASS"
"10409","lqr","quantreg"
"10410","lqr","MomTrunc"
"10411","lqr","spatstat.geom"
"10412","lqr","numDeriv"
"10413","mdsr","dplyr"
"10414","mdsr","stringr"
"10415","mdsr","tibble"
"10416","mdsr","dbplyr"
"10417","mdsr","RMariaDB"
"10418","mdsr","DBI"
"10419","mdsr","webshot2"
"10420","mdsr","ggplot2"
"10421","mdsr","skimr"
"10422","mdsr","fs"
"10423","mdsr","htmlwidgets"
"10424","mdsr","babynames"
"10425","mdsr","kableExtra"
"10426","mdsr","downloader"
"10427","MHCtools","mgcv"
"10428","MHCtools","openxlsx"
"10429","mlr3learners","mlr3"
"10430","mlr3learners","paradox"
"10431","mlr3learners","checkmate"
"10432","mlr3learners","mlr3misc"
"10433","mlr3learners","data.table"
"10434","mlr3learners","R6"
"10435","mlr3viz","scales"
"10436","mlr3viz","ggplot2"
"10437","mlr3viz","checkmate"
"10438","mlr3viz","mlr3misc"
"10439","mlr3viz","viridis"
"10440","mlr3viz","data.table"
"10441","mlt.docreg","survival"
"10442","mlt.docreg","multcomp"
"10443","mlt.docreg","mlt"
"10444","mlt.docreg","flexsurv"
"10445","mlt.docreg","eha"
"10446","mlt.docreg","lattice"
"10447","mlt.docreg","numDeriv"
"10448","mlt.docreg","truncreg"
"10449","moodleR","RSQLite"
"10450","moodleR","lifecycle"
"10451","moodleR","cli"
"10452","moodleR","dplyr"
"10453","moodleR","rlang"
"10454","moodleR","scales"
"10455","moodleR","stringr"
"10456","moodleR","tidytext"
"10457","moodleR","RMariaDB"
"10458","moodleR","DBI"
"10459","moodleR","usethis"
"10460","moodleR","ggplot2"
"10461","moodleR","RPostgres"
"10462","moodleR","glue"
"10463","moodleR","config"
"10464","moodleR","anytime"
"10465","moodleR","ggwordcloud"
"10466","motifcluster","Matrix"
"10467","motifcluster","igraph"
"10468","motifcluster","RSpectra"
"10469","ndi","tidycensus"
"10470","ndi","Matrix"
"10471","ndi","tidyr"
"10472","ndi","dplyr"
"10473","ndi","stringr"
"10474","ndi","MASS"
"10475","ndi","sf"
"10476","ndi","psych"
"10477","oneclust","Rcpp"
"10478","oneclust","magrittr"
"10479","optmatch","Rcpp"
"10480","optmatch","rlemon"
"10481","paletteer","rlang"
"10482","paletteer","rstudioapi"
"10483","paletteer","prismatic"
"10484","paletteer","rematch2"
"10485","photobiologyInOut","tidyr"
"10486","photobiologyInOut","dplyr"
"10487","photobiologyInOut","stringr"
"10488","photobiologyInOut","readxl"
"10489","photobiologyInOut","photobiology"
"10490","photobiologyInOut","tibble"
"10491","photobiologyInOut","colorSpec"
"10492","photobiologyInOut","tidyselect"
"10493","photobiologyInOut","readr"
"10494","photobiologyInOut","lubridate"
"10495","photobiologyInOut","anytime"
"10496","photobiologyLEDs","photobiology"
"10497","photobiologyWavebands","photobiology"
"10498","PlackettLuce","Matrix"
"10499","PlackettLuce","psychotools"
"10500","PlackettLuce","igraph"
"10501","PlackettLuce","partykit"
"10502","PlackettLuce","sandwich"
"10503","PlackettLuce","psychotree"
"10504","PlackettLuce","RSpectra"
"10505","PlackettLuce","matrixStats"
"10506","PlackettLuce","CVXR"
"10507","PlackettLuce","R6"
"10508","PlackettLuce","qvcalc"
"10509","Platypus","SeuratObject"
"10510","Platypus","Matrix"
"10511","Platypus","tidyr"
"10512","Platypus","dplyr"
"10513","Platypus","stringr"
"10514","Platypus","tibble"
"10515","Platypus","seqinr"
"10516","Platypus","ggplot2"
"10517","Platypus","Seurat"
"10518","Platypus","plyr"
"10519","Platypus","jsonlite"
"10520","Platypus","doParallel"
"10521","Platypus","foreach"
"10522","Platypus","cowplot"
"10523","Platypus","reshape2"
"10524","Platypus","useful"
"10525","poismf","Matrix"
"10526","prismatic","farver"
"10527","provExplainR","dplyr"
"10528","provExplainR","stringr"
"10529","provExplainR","provParseR"
"10530","provExplainR","digest"
"10531","provExplainR","diffobj"
"10532","provParseR","jsonlite"
"10533","ptvapi","httr"
"10534","ptvapi","tibble"
"10535","ptvapi","glue"
"10536","ptvapi","jsonlite"
"10537","ptvapi","digest"
"10538","ptvapi","purrr"
"10539","ptvapi","assertthat"
"10540","qPCRtools","tidyr"
"10541","qPCRtools","dplyr"
"10542","qPCRtools","broom"
"10543","qPCRtools","stringr"
"10544","qPCRtools","readxl"
"10545","qPCRtools","ggpmisc"
"10546","qPCRtools","multcomp"
"10547","qPCRtools","tibble"
"10548","qPCRtools","ggplot2"
"10549","qPCRtools","magrittr"
"10550","qPCRtools","sjmisc"
"10551","qPCRtools","data.table"
"10552","qPCRtools","kableExtra"
"10553","qPCRtools","rstatix"
"10554","qPCRtools","ggthemes"
"10555","qPCRtools","xlsx"
"10556","qPCRtools","reshape2"
"10557","QuasiSeq","mgcv"
"10558","QuasiSeq","pracma"
"10559","r2symbols","htmltools"
"10560","r2symbols","jsonlite"
"10561","rayrender","raster"
"10562","rayrender","Rcpp"
"10563","rayrender","magrittr"
"10564","rayrender","rayimage"
"10565","rayrender","decido"
"10566","rayrender","purrr"
"10567","rayrender","progress"
"10568","rayrender","png"
"10569","Rcmdr","effects"
"10570","Rcmdr","lme4"
"10571","Rcmdr","car"
"10572","Rcmdr","RcmdrMisc"
"10573","Rcmdr","abind"
"10574","Rcmdr","relimp"
"10575","Rcmdr","tcltk2"
"10576","RcppAlgos","gmp"
"10577","readsparse","Matrix"
"10578","readsparse","Rcpp"
"10579","rintcal","jsonlite"
"10580","rintcal","data.table"
"10581","RNOmni","Rcpp"
"10582","RNOmni","plyr"
"10583","robust2sls","MASS"
"10584","robust2sls","pracma"
"10585","robust2sls","mathjaxr"
"10586","robust2sls","foreach"
"10587","robust2sls","ivreg"
"10588","robust2sls","exactci"
"10589","robust2sls","doRNG"
"10590","SALES","Matrix"
"10591","scopr","RSQLite"
"10592","scopr","stringr"
"10593","scopr","readr"
"10594","scopr","memoise"
"10595","scopr","data.table"
"10596","scopr","curl"
"10597","scopr","behavr"
"10598","secr","raster"
"10599","secr","terra"
"10600","secr","stringr"
"10601","secr","nlme"
"10602","secr","MASS"
"10603","secr","sf"
"10604","secr","Rcpp"
"10605","secr","mgcv"
"10606","secr","RcppParallel"
"10607","secr","RcppNumerical"
"10608","secr","abind"
"10609","segen","imputeTS"
"10610","segen","tictoc"
"10611","segen","scales"
"10612","segen","narray"
"10613","segen","ggplot2"
"10614","segen","moments"
"10615","segen","greybox"
"10616","segen","Rfast"
"10617","segen","philentropy"
"10618","segen","readr"
"10619","segen","lubridate"
"10620","segen","entropy"
"10621","segen","fastDummies"
"10622","segen","fANCOVA"
"10623","segen","purrr"
"10624","segen","modeest"
"10625","sfdep","cli"
"10626","sfdep","rlang"
"10627","sfdep","spdep"
"10628","sfdep","sf"
"10629","ShapeSelectForest","raster"
"10630","ShapeSelectForest","coneproj"
"10631","sharp","fake"
"10632","sharp","Rdpack"
"10633","sharp","igraph"
"10634","sharp","mclust"
"10635","sharp","glmnet"
"10636","sharp","withr"
"10637","sharp","glassoFast"
"10638","sharp","beepr"
"10639","SNPannotator","rmarkdown"
"10640","SNPannotator","httr"
"10641","SNPannotator","ggplot2"
"10642","SNPannotator","jsonlite"
"10643","SNPannotator","doParallel"
"10644","SNPannotator","foreach"
"10645","SNPannotator","openxlsx"
"10646","SNPannotator","xml2"
"10647","SNPannotator","data.table"
"10648","SNPannotator","kableExtra"
"10649","SNPannotator","progress"
"10650","splines2","Rcpp"
"10651","sportyR","ggplot2"
"10652","sportyR","glue"
"10653","sportyR","ggfittext"
"10654","SpTe2M","MASS"
"10655","SpTe2M","glmnet"
"10656","tci","knitr"
"10657","tci","Rcpp"
"10658","tci","ggplot2"
"10659","tci","reshape"
"10660","tci","mvtnorm"
"10661","tci","reshape2"
"10662","tci","xtable"
"10663","tci","truncnorm"
"10664","tci","gridExtra"
"10665","ttbary","Rcpp"
"10666","ttbary","spatstat"
"10667","ttbary","spatstat.random"
"10668","ttbary","spatstat.geom"
"10669","ttbary","spatstat.linnet"
"10670","unheadr","tidyr"
"10671","unheadr","dplyr"
"10672","unheadr","tidyxl"
"10673","unheadr","rlang"
"10674","unheadr","stringr"
"10675","unheadr","forcats"
"10676","unheadr","readxl"
"10677","unheadr","tibble"
"10678","unheadr","magrittr"
"10679","UniprotR","alakazam"
"10680","UniprotR","dplyr"
"10681","UniprotR","scales"
"10682","UniprotR","stringr"
"10683","UniprotR","httr"
"10684","UniprotR","tidyverse"
"10685","UniprotR","ggplot2"
"10686","UniprotR","qdapRegex"
"10687","UniprotR","magrittr"
"10688","UniprotR","plyr"
"10689","UniprotR","htmlwidgets"
"10690","UniprotR","gprofiler2"
"10691","UniprotR","magick"
"10692","UniprotR","curl"
"10693","UniprotR","data.tree"
"10694","UniprotR","ggpubr"
"10695","UniprotR","progress"
"10696","UniprotR","ggsci"
"10697","UniprotR","gridExtra"
"10698","UniprotR","networkD3"
"10699","WebPower","MASS"
"10700","WebPower","lme4"
"10701","WebPower","lavaan"
"10702","WebPower","PearsonDS"
"10703","WrensBookshelf","ggplot2"
"10704","AZIAD","matrixcalc"
"10705","AZIAD","dplyr"
"10706","AZIAD","lqmm"
"10707","AZIAD","EnvStats"
"10708","AZIAD","rmutil"
"10709","AZIAD","doParallel"
"10710","AZIAD","foreach"
"10711","AZIAD","rootSolve"
"10712","AZIAD","corpcor"
"10713","AZIAD","extraDistr"
"10714","AZIAD","QRM"
"10715","AZIAD","MixAll"
"10716","bizicount","DHARMa"
"10717","bizicount","rlang"
"10718","bizicount","MASS"
"10719","bizicount","texreg"
"10720","bizicount","Formula"
"10721","bizicount","numDeriv"
"10722","bizicount","pbivnorm"
"10723","climaemet","tidyr"
"10724","climaemet","dplyr"
"10725","climaemet","rlang"
"10726","climaemet","httr"
"10727","climaemet","tibble"
"10728","climaemet","ggplot2"
"10729","climaemet","jsonlite"
"10730","climaemet","readr"
"10731","climaemet","rappdirs"
"10732","dispeRse","raster"
"10733","dispeRse","sp"
"10734","dispeRse","rgdal"
"10735","ffsimulator","cli"
"10736","ffsimulator","rlang"
"10737","ffsimulator","tidytable"
"10738","ffsimulator","nflreadr"
"10739","ffsimulator","checkmate"
"10740","ffsimulator","magrittr"
"10741","ffsimulator","glue"
"10742","ffsimulator","ffscrapr"
"10743","ffsimulator","data.table"
"10744","ffsimulator","Rglpk"
"10745","gcdnet","Matrix"
"10746","genieBPC","cli"
"10747","genieBPC","tidyr"
"10748","genieBPC","dplyr"
"10749","genieBPC","rlang"
"10750","genieBPC","dtplyr"
"10751","genieBPC","stringr"
"10752","genieBPC","httr"
"10753","genieBPC","tibble"
"10754","genieBPC","jsonlite"
"10755","genieBPC","sunburstR"
"10756","genieBPC","purrr"
"10757","ggh4x","lifecycle"
"10758","ggh4x","cli"
"10759","ggh4x","gtable"
"10760","ggh4x","rlang"
"10761","ggh4x","scales"
"10762","ggh4x","ggplot2"
"10763","ggh4x","vctrs"
"10764","glmvsd","MASS"
"10765","glmvsd","glmnet"
"10766","glmvsd","brglm"
"10767","glmvsd","ncvreg"
"10768","lambdr","httr"
"10769","lambdr","jsonlite"
"10770","lambdr","logger"
"10771","mailmerge","lifecycle"
"10772","mailmerge","rmarkdown"
"10773","mailmerge","rstudioapi"
"10774","mailmerge","shiny"
"10775","mailmerge","magrittr"
"10776","mailmerge","commonmark"
"10777","mailmerge","glue"
"10778","mailmerge","fs"
"10779","mailmerge","gmailr"
"10780","mailmerge","googledrive"
"10781","mailmerge","purrr"
"10782","mailmerge","miniUI"
"10783","memoiR","bookdown"
"10784","memoiR","distill"
"10785","memoiR","rmarkdown"
"10786","memoiR","usethis"
"10787","memoiR","rmdformats"
"10788","mlr3cluster","cluster"
"10789","mlr3cluster","mlr3"
"10790","mlr3cluster","paradox"
"10791","mlr3cluster","clue"
"10792","mlr3cluster","checkmate"
"10793","mlr3cluster","mlr3misc"
"10794","mlr3cluster","backports"
"10795","mlr3cluster","data.table"
"10796","mlr3cluster","R6"
"10797","mlr3cluster","clusterCrit"
"10798","quincunx","tidyr"
"10799","quincunx","dplyr"
"10800","quincunx","rlang"
"10801","quincunx","stringr"
"10802","quincunx","rvest"
"10803","quincunx","httr"
"10804","quincunx","tibble"
"10805","quincunx","magrittr"
"10806","quincunx","glue"
"10807","quincunx","vroom"
"10808","quincunx","memoise"
"10809","quincunx","lubridate"
"10810","quincunx","writexl"
"10811","quincunx","tidyjson"
"10812","quincunx","purrr"
"10813","quincunx","progress"
"10814","quincunx","concatenate"
"10815","rsmatrix","Matrix"
"10816","rTensor2","matrixcalc"
"10817","rTensor2","Matrix"
"10818","rTensor2","wavethresh"
"10819","rTensor2","gsignal"
"10820","rTensor2","rTensor"
"10821","shinyStorePlus","shiny"
"10822","shinyStorePlus","htmltools"
"10823","shinyStorePlus","jsonlite"
"10824","sortable","rlang"
"10825","sortable","shiny"
"10826","sortable","htmltools"
"10827","sortable","jsonlite"
"10828","sortable","htmlwidgets"
"10829","sortable","ellipsis"
"10830","sortable","learnr"
"10831","sortable","assertthat"
"10832","soundgen","dtw"
"10833","soundgen","zoo"
"10834","soundgen","shiny"
"10835","soundgen","shinyBS"
"10836","soundgen","tuneR"
"10837","soundgen","seewave"
"10838","soundgen","doParallel"
"10839","soundgen","foreach"
"10840","soundgen","shinyjs"
"10841","soundgen","mvtnorm"
"10842","soundgen","signal"
"10843","soundgen","phonTools"
"10844","SPB","knitr"
"10845","SPB","crayon"
"10846","sss","xml2"
"10847","sss","assertthat"
"10848","VAJointSurv","Matrix"
"10849","VAJointSurv","survival"
"10850","VAJointSurv","lme4"
"10851","VAJointSurv","Rcpp"
"10852","VAJointSurv","SimSurvNMarker"
